price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3268486,4770,3,1,2,yes,no,yes,no,no,0,no,furnished
4988098,2787,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
4745058,2450,2,2,1,yes,yes,yes,yes,no,0,no,unfurnished
5109301,2810,4,1,1,no,no,no,no,no,0,no,furnished
3806670,4729,4,1,1,yes,no,yes,yes,no,2,no,semi-furnished
8225934,7430,4,2,1,yes,yes,yes,no,no,2,no,furnished
6279233,1748,4,3,1,yes,no,no,no,yes,2,no,semi-furnished
11635149,2811,4,2,1,no,no,no,no,no,0,no,semi-furnished
8997249,4424,4,1,2,yes,yes,no,no,no,2,no,unfurnished
14306470,5115,2,1,2,yes,no,no,no,yes,1,no,furnished
11070436,5616,4,1,2,yes,no,no,no,no,0,no,semi-furnished
9827803,5928,4,2,3,yes,no,yes,no,no,0,no,unfurnished
7177344,3279,4,2,1,yes,no,yes,no,no,0,no,furnished
7405220,5651,3,2,2,no,no,yes,no,no,0,no,furnished
7247052,2696,4,2,2,no,no,yes,no,no,2,yes,furnished
5936070,2919,2,2,2,yes,no,no,no,no,2,no,furnished
9966003,4353,2,1,2,no,no,no,no,no,1,no,furnished
1892974,3578,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
6140704,1834,4,1,1,yes,no,yes,no,yes,0,no,unfurnished
9079259,4368,4,2,2,yes,no,yes,no,no,0,yes,unfurnished
7456747,5350,4,1,1,yes,yes,yes,no,yes,0,yes,furnished
5169723,3721,2,2,1,yes,yes,no,no,no,0,no,semi-furnished
6628088,3630,2,1,2,yes,yes,no,no,no,0,yes,unfurnished
6051454,2104,3,2,2,yes,no,yes,no,yes,0,no,furnished
9693781,3659,3,2,2,no,yes,yes,yes,no,0,yes,unfurnished
6243482,6129,2,2,2,yes,no,no,no,yes,0,no,semi-furnished
8622862,4950,3,1,2,yes,yes,no,no,no,0,no,unfurnished
4435237,3423,4,2,2,yes,no,yes,no,yes,0,no,unfurnished
6950084,3250,4,1,2,yes,no,yes,no,no,2,no,furnished
6496732,2582,4,2,2,yes,no,no,no,no,2,no,semi-furnished
8024238,5130,2,2,1,yes,no,yes,no,no,2,no,unfurnished
5513175,3420,4,2,1,yes,no,no,no,no,1,no,semi-furnished
5822827,5607,4,2,1,yes,no,no,no,no,1,no,semi-furnished
5125980,3606,4,2,1,no,no,yes,no,yes,0,no,furnished
5724239,5250,4,2,2,yes,no,yes,no,no,2,yes,furnished
5919444,6777,2,2,1,no,no,yes,no,no,1,no,semi-furnished
5681381,5603,3,2,1,yes,yes,yes,no,no,2,no,semi-furnished
11192311,1814,4,2,1,yes,no,yes,no,no,0,no,unfurnished
4568666,5497,2,1,2,yes,no,yes,no,yes,0,no,semi-furnished
4443824,4407,3,1,1,yes,no,no,no,no,2,no,unfurnished
6125716,2062,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
5252487,2461,4,2,2,yes,no,yes,no,no,1,no,unfurnished
5265300,3648,3,1,2,no,no,no,no,no,0,yes,furnished
6111623,2897,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
9619244,1595,4,2,2,no,no,no,no,no,1,no,furnished
7488672,1189,3,1,1,yes,yes,no,no,no,2,no,furnished
6996290,2282,3,2,2,yes,no,no,no,yes,0,yes,furnished
9134645,3030,3,2,1,yes,no,yes,no,no,2,no,semi-furnished
7575924,7219,2,1,1,yes,no,no,no,no,2,no,furnished
12558836,1559,3,2,1,yes,no,yes,no,no,0,no,unfurnished
4652421,5399,3,2,1,yes,no,yes,yes,no,2,no,semi-furnished
6436538,3248,2,2,2,yes,no,no,no,yes,0,no,semi-furnished
5193836,4395,3,2,2,yes,no,no,no,no,2,yes,unfurnished
6836026,3837,2,2,2,yes,no,no,no,no,2,no,unfurnished
8000447,1706,2,2,1,no,no,no,no,no,0,no,furnished
5660982,5765,4,2,1,yes,no,no,no,no,1,no,unfurnished
10388253,1498,3,4,2,yes,no,no,no,no,1,yes,semi-furnished
4621126,2652,3,2,2,yes,no,no,no,yes,2,no,semi-furnished
3397145,2253,4,1,2,yes,no,yes,no,yes,0,yes,unfurnished
5363896,4137,2,2,1,yes,yes,no,no,no,0,no,unfurnished
11367835,2646,2,2,1,yes,no,yes,no,no,2,no,furnished
9772222,7099,2,1,1,yes,no,yes,no,yes,2,no,unfurnished
10287770,4614,4,1,2,yes,no,yes,no,yes,2,yes,unfurnished
5645309,5937,3,2,1,yes,no,no,no,no,0,yes,furnished
5298318,3785,3,2,1,yes,no,no,no,no,2,no,furnished
3908373,5398,3,1,1,yes,no,no,no,no,0,yes,unfurnished
6559838,2477,4,1,2,yes,no,yes,no,yes,1,yes,furnished
8066102,4534,2,1,2,yes,no,no,no,no,2,no,semi-furnished
3830274,2387,3,2,1,yes,yes,no,no,no,1,no,unfurnished
4365469,4350,2,2,1,yes,no,no,no,no,0,no,unfurnished
6138656,2726,4,2,2,yes,no,yes,no,yes,0,no,unfurnished
5364883,4940,2,1,1,yes,no,no,no,yes,2,no,furnished
5748344,4807,3,2,1,yes,no,yes,no,no,0,no,unfurnished
6920382,3432,3,1,1,yes,no,yes,no,no,1,no,semi-furnished
6879013,1839,4,2,2,yes,no,yes,no,no,2,no,unfurnished
8871409,3160,3,2,1,yes,no,no,no,yes,0,no,unfurnished
8723751,4611,3,2,1,no,no,no,no,yes,0,no,semi-furnished
8026530,4737,7,2,1,yes,yes,no,no,yes,2,no,furnished
10591419,10459,4,2,1,yes,yes,no,no,yes,1,no,unfurnished
5192694,6621,4,2,1,yes,no,no,no,no,0,no,unfurnished
5502686,4306,4,1,2,no,no,yes,no,no,2,yes,unfurnished
11955601,4565,3,2,2,no,no,no,no,yes,0,no,furnished
4239041,3951,4,1,1,yes,no,no,no,no,0,no,furnished
8228091,3658,2,1,1,yes,no,yes,no,yes,2,no,furnished
8064472,1998,3,2,2,no,no,yes,no,no,2,no,furnished
5492257,3353,4,2,2,yes,no,yes,no,no,2,no,semi-furnished
6176112,3230,4,1,2,yes,no,yes,no,no,0,no,furnished
3341489,5783,4,2,1,no,yes,no,no,yes,2,no,furnished
8561134,2738,3,2,1,yes,no,no,no,no,0,yes,unfurnished
5289581,2808,2,2,2,yes,no,no,no,yes,0,yes,unfurnished
5297819,7299,3,2,2,yes,no,yes,no,yes,0,no,semi-furnished
11226248,3479,3,2,2,no,yes,no,no,no,0,no,semi-furnished
6523791,2574,4,1,2,yes,no,no,no,yes,2,yes,unfurnished
7836107,5912,4,2,1,yes,no,no,yes,no,1,no,semi-furnished
16045359,3551,3,1,1,yes,no,yes,yes,yes,0,no,unfurnished
6222341,6974,3,3,1,yes,no,yes,no,no,0,no,unfurnished
10069790,3710,4,2,2,yes,yes,no,no,no,2,yes,semi-furnished
4308848,4041,2,1,2,yes,no,no,no,no,0,yes,unfurnished
4734698,5771,3,2,2,yes,no,yes,no,no,2,yes,furnished
6322945,5378,3,2,1,yes,no,no,no,yes,0,no,semi-furnished
6169432,2425,4,2,1,yes,no,no,no,no,1,yes,unfurnished
10645779,4839,2,1,1,yes,yes,no,no,yes,2,no,semi-furnished
9209557,6195,3,2,1,yes,no,no,no,no,1,no,semi-furnished
7414951,4871,3,1,1,no,no,no,no,yes,0,no,unfurnished
9929744,4812,4,1,1,yes,no,yes,no,no,0,no,furnished
12118571,4477,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
7734633,2029,3,2,2,yes,no,yes,yes,yes,1,no,unfurnished
10145891,9642,3,2,3,yes,no,yes,no,no,0,no,semi-furnished
8748481,3963,2,2,2,no,no,yes,no,yes,1,yes,semi-furnished
4858640,2912,4,1,1,yes,no,yes,no,no,1,no,furnished
7559137,1779,2,2,1,no,no,no,no,yes,0,no,semi-furnished
3692898,2924,3,2,2,yes,no,yes,yes,no,2,yes,furnished
5196346,2162,4,2,1,yes,no,no,yes,no,0,no,unfurnished
8282933,4750,3,2,1,yes,no,yes,no,yes,2,yes,semi-furnished
4031778,2709,2,2,2,yes,no,yes,no,no,0,no,unfurnished
5012804,3267,2,2,1,yes,no,no,no,yes,0,no,unfurnished
4338117,3630,4,1,1,yes,no,yes,no,yes,1,no,semi-furnished
4850831,2471,4,1,1,yes,yes,yes,no,no,0,no,semi-furnished
11790022,4739,2,2,2,yes,no,yes,no,no,2,no,unfurnished
6933667,7260,2,2,2,yes,no,no,no,no,0,yes,unfurnished
10396580,5803,4,2,1,no,no,yes,no,yes,2,no,unfurnished
5079098,3336,4,2,3,yes,no,yes,no,no,0,no,unfurnished
4667998,4268,3,1,2,yes,no,no,no,yes,0,no,unfurnished
5529932,2542,2,2,1,yes,yes,yes,no,no,2,no,unfurnished
5432330,1781,2,1,1,yes,no,yes,yes,yes,0,no,furnished
8890049,4531,3,2,1,yes,no,yes,no,no,0,no,semi-furnished
4754388,4288,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished
8482188,4865,4,2,2,yes,no,no,yes,no,1,no,semi-furnished
2070109,2332,4,2,2,no,no,no,yes,no,2,no,furnished
5833128,1823,2,2,2,yes,yes,yes,no,no,2,no,semi-furnished
4869713,-488,2,1,2,yes,no,no,no,yes,0,no,furnished
5153838,1650,2,2,1,yes,no,no,no,no,2,yes,furnished
8496902,7314,2,2,2,no,no,yes,no,no,0,no,furnished
7079657,1798,4,1,3,yes,no,yes,no,yes,4,no,furnished
4364501,4895,3,2,1,yes,no,yes,no,no,0,yes,furnished
5720065,2573,3,2,1,no,no,no,no,no,0,no,unfurnished
4278681,2443,4,2,2,no,no,yes,no,no,0,no,semi-furnished
5281247,3306,3,1,2,yes,no,no,no,yes,2,yes,furnished
7062359,2940,2,2,1,no,no,no,no,yes,0,no,unfurnished
12039938,3079,3,2,2,yes,no,yes,no,no,0,no,unfurnished
5361920,2835,4,2,2,yes,yes,no,no,no,2,no,unfurnished
7669525,2555,3,2,1,yes,no,no,no,no,0,no,semi-furnished
11650156,2813,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
7781558,3757,3,1,2,yes,no,no,no,no,2,no,furnished
12867842,3645,3,2,1,yes,no,no,no,no,2,no,semi-furnished
6348172,4348,4,2,1,yes,yes,no,no,yes,0,no,semi-furnished
2610185,5242,4,2,2,yes,no,yes,no,no,0,no,unfurnished
8132212,3504,4,2,1,yes,no,no,no,yes,0,yes,semi-furnished
12247896,3347,2,2,1,no,no,yes,no,no,1,no,furnished
11874671,2355,4,2,1,no,no,no,no,yes,1,no,semi-furnished
13141866,3279,7,2,2,yes,no,no,no,yes,0,no,unfurnished
11198325,5263,3,2,1,no,no,yes,no,no,0,no,semi-furnished
9808701,6137,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
10656366,1522,3,2,2,no,no,yes,no,no,0,no,unfurnished
6031439,5958,3,2,1,yes,no,no,no,yes,1,yes,furnished
16917325,8601,2,2,2,no,no,no,no,yes,0,no,semi-furnished
10189966,1202,4,2,2,no,yes,yes,yes,no,0,no,furnished
6546249,6820,4,2,3,yes,no,no,no,yes,0,yes,unfurnished
9037291,1824,7,2,1,no,no,yes,no,yes,0,no,semi-furnished
10778389,6223,2,2,2,yes,yes,no,no,no,0,yes,semi-furnished
10339425,1924,2,2,1,yes,no,no,no,no,0,no,furnished
11392788,1809,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
5406464,3882,2,2,2,no,no,yes,no,no,0,no,semi-furnished
11278543,4383,4,1,2,yes,no,yes,no,yes,0,no,semi-furnished
8244689,1949,4,1,2,yes,yes,no,no,no,0,no,semi-furnished
4814612,5752,3,1,2,yes,no,yes,no,no,0,no,unfurnished
7207839,6166,4,2,2,yes,no,yes,no,yes,0,no,semi-furnished
4574045,3335,3,2,2,yes,no,yes,no,yes,0,yes,furnished
7263257,3711,2,2,2,no,yes,yes,no,yes,2,no,semi-furnished
5621326,2264,3,2,2,yes,yes,no,no,no,1,no,semi-furnished
3751429,1457,3,2,2,yes,no,no,no,no,2,no,semi-furnished
5551315,7410,3,2,1,yes,no,no,no,yes,1,no,semi-furnished
12546205,2818,4,2,3,yes,yes,no,no,no,0,no,semi-furnished
11774423,4482,4,1,2,yes,no,no,no,no,2,no,semi-furnished
5469847,3237,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
6082082,8875,2,2,1,no,no,yes,no,no,2,no,unfurnished
8575184,3081,3,2,2,yes,no,no,yes,yes,0,no,unfurnished
8927519,2016,3,2,1,yes,no,no,no,yes,0,yes,semi-furnished
3244319,3698,3,2,1,yes,yes,yes,yes,yes,0,no,furnished
5790373,5887,4,2,2,yes,no,no,no,no,2,no,semi-furnished
9959774,2744,4,2,2,yes,no,no,no,no,2,no,furnished
4523631,5248,3,2,3,yes,yes,no,no,no,0,no,unfurnished
9041506,8417,3,2,1,no,yes,yes,no,yes,2,no,semi-furnished
4090601,1865,4,1,1,yes,no,yes,no,no,0,no,semi-furnished
10766402,1408,3,2,1,yes,no,no,no,yes,0,no,semi-furnished
5210631,368,3,2,3,no,no,no,yes,no,0,no,semi-furnished
4032450,7233,4,2,1,yes,no,no,no,no,0,no,unfurnished
5269598,8088,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
5678501,2642,4,2,2,yes,no,yes,no,no,2,no,semi-furnished
4263148,3053,2,2,2,no,no,no,no,no,2,no,semi-furnished
10265213,2272,2,2,2,yes,no,no,no,yes,0,no,unfurnished
10532873,4239,3,2,2,yes,no,yes,no,no,2,no,semi-furnished
7116051,2483,4,2,2,yes,no,yes,no,yes,0,yes,semi-furnished
10599042,4135,4,2,1,yes,no,no,no,no,0,no,semi-furnished
11018693,2139,4,1,1,yes,no,no,no,no,2,no,furnished
8655848,1215,3,2,2,no,no,yes,no,yes,0,no,unfurnished
3073331,4173,4,2,1,yes,no,no,no,no,0,yes,unfurnished
10826327,7500,4,2,2,no,no,no,no,yes,1,no,semi-furnished
10042392,3267,3,2,1,yes,no,no,no,no,0,no,unfurnished
4600308,2636,3,2,1,yes,no,yes,no,no,2,yes,semi-furnished
5522481,7422,4,1,1,yes,yes,no,no,no,0,no,semi-furnished
5776834,2577,2,1,2,yes,no,yes,no,no,1,yes,semi-furnished
6272660,4070,7,1,3,yes,yes,no,no,yes,0,no,semi-furnished
7482325,4512,2,2,1,yes,no,no,no,no,0,no,unfurnished
4240317,3718,3,2,2,no,no,no,no,no,0,yes,unfurnished
10805118,2485,4,2,1,yes,no,yes,no,no,1,no,furnished
7993429,4756,3,2,1,no,yes,yes,no,yes,0,no,furnished
6152647,6666,4,1,2,yes,no,no,no,yes,0,no,furnished
5078570,2262,3,1,1,yes,no,no,no,yes,0,no,unfurnished
4024467,3547,2,2,2,yes,no,yes,no,no,3,no,semi-furnished
4117140,3209,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished
6510440,3606,2,2,2,yes,no,no,no,no,0,yes,unfurnished
9725573,3714,4,1,1,yes,no,no,no,no,0,no,unfurnished
12233086,2969,4,1,2,yes,no,no,no,no,0,no,unfurnished
5488165,4127,2,2,2,yes,no,yes,no,yes,0,no,semi-furnished
11632028,2029,2,2,2,yes,no,yes,no,yes,0,yes,semi-furnished
3395788,2224,3,2,2,yes,no,no,no,no,0,no,furnished
4903812,3737,3,1,2,yes,yes,no,no,no,2,yes,furnished
8061931,1125,2,2,2,yes,no,no,no,no,0,no,semi-furnished
5922477,2593,2,1,3,yes,no,no,no,no,0,no,semi-furnished
6071450,964,4,1,1,yes,no,yes,yes,no,0,yes,semi-furnished
6420916,4723,4,2,1,yes,yes,no,no,yes,2,no,semi-furnished
3806565,1429,4,1,2,yes,yes,yes,no,no,0,no,unfurnished
7089942,4637,4,1,1,yes,no,no,no,no,0,no,semi-furnished
9319428,2891,2,2,2,yes,yes,no,no,no,2,yes,unfurnished
7262140,4891,3,2,2,yes,no,no,no,no,0,no,furnished
8572329,3458,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
7700433,8223,2,2,2,yes,no,no,no,no,1,no,semi-furnished
4648535,3449,2,2,3,yes,no,yes,no,yes,2,no,unfurnished
4899718,5527,2,2,1,yes,no,yes,no,yes,1,no,unfurnished
8243633,4313,4,2,2,yes,no,no,no,yes,0,yes,semi-furnished
3841377,5385,2,2,1,yes,no,no,no,no,2,no,unfurnished
6350021,4039,4,1,1,yes,no,no,no,no,2,no,unfurnished
6096070,971,2,2,1,yes,no,no,no,no,0,no,semi-furnished
7799303,3940,4,2,1,no,no,yes,yes,no,0,no,unfurnished
7252370,6454,3,2,2,yes,yes,yes,no,yes,1,no,semi-furnished
8148400,3284,2,1,2,yes,no,no,no,no,0,no,semi-furnished
13056354,6978,4,2,2,yes,no,no,no,no,2,no,semi-furnished
8638961,3644,2,2,2,yes,no,no,no,no,2,no,unfurnished
5001887,3895,3,2,1,no,no,yes,yes,no,0,yes,furnished
3891451,7311,2,2,2,no,yes,yes,no,no,0,yes,unfurnished
10678803,1528,3,2,2,yes,yes,yes,no,no,0,yes,semi-furnished
12560241,3499,4,2,3,yes,no,no,no,no,2,no,semi-furnished
12569175,3537,4,2,1,yes,yes,yes,yes,no,1,no,unfurnished
5662790,2979,3,1,2,yes,no,no,no,no,2,no,furnished
6063689,2082,4,1,1,yes,no,yes,no,no,1,no,semi-furnished
4606447,3396,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
9309594,1806,4,1,2,yes,no,no,no,yes,1,yes,furnished
5842654,2869,4,1,1,yes,no,no,no,no,2,no,semi-furnished
11302686,4164,4,2,1,yes,no,yes,no,no,1,no,semi-furnished
9693952,4898,2,2,2,yes,no,no,no,yes,0,no,furnished
12917689,2486,2,2,3,yes,yes,no,yes,no,1,no,unfurnished
5456187,3731,3,2,2,yes,no,no,yes,no,2,yes,furnished
3944407,4450,2,1,2,yes,no,no,no,yes,0,yes,unfurnished
8960433,4484,4,2,2,yes,no,yes,no,yes,0,no,unfurnished
8977747,1816,2,1,1,yes,no,no,no,no,2,no,semi-furnished
6995503,3090,2,2,1,yes,no,no,no,yes,0,yes,unfurnished
7580395,5537,4,1,1,yes,no,no,yes,no,1,no,furnished
3527456,3678,3,2,1,yes,no,no,no,no,2,no,semi-furnished
5349171,2647,2,2,2,yes,no,no,no,no,0,no,furnished
4101980,3119,2,2,2,no,no,no,no,no,0,no,unfurnished
10002062,6327,2,2,1,yes,no,yes,no,yes,0,no,semi-furnished
8598275,4272,4,2,2,no,no,no,no,yes,0,no,semi-furnished
7096102,6955,3,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
11258678,3611,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
9860158,2543,2,2,2,yes,no,no,no,yes,0,no,furnished
5642538,2344,2,2,2,yes,yes,yes,no,yes,1,no,semi-furnished
5764709,2659,4,1,2,yes,no,no,yes,yes,2,no,semi-furnished
9312903,1483,2,2,2,yes,no,no,no,yes,0,no,unfurnished
5879049,2247,3,2,2,yes,no,no,no,yes,2,no,furnished
7586424,3221,3,1,1,no,no,no,no,no,2,no,semi-furnished
10376439,4104,4,1,2,no,no,yes,no,yes,0,no,unfurnished
10165985,3043,4,1,1,yes,yes,yes,no,no,2,no,unfurnished
5751645,2529,3,1,2,yes,no,no,no,no,1,no,semi-furnished
5109861,6036,6,1,2,yes,no,no,no,yes,2,no,semi-furnished
11974323,2309,2,1,3,yes,no,no,no,yes,1,no,furnished
10651173,3270,4,2,2,yes,no,yes,no,yes,2,no,furnished
7224961,3709,2,1,1,yes,no,no,no,no,0,no,unfurnished
5065484,5388,4,2,2,yes,no,yes,no,no,2,no,furnished
7249239,5130,3,1,2,yes,no,yes,no,no,2,no,furnished
3046442,5474,2,1,2,yes,no,no,yes,no,2,no,semi-furnished
8182240,6169,3,1,2,no,no,no,no,no,2,no,unfurnished
7224611,6872,3,2,2,yes,no,yes,no,no,0,no,unfurnished
6242063,2488,4,2,3,yes,yes,yes,no,no,0,no,semi-furnished
9544484,9929,4,1,1,yes,no,yes,no,yes,2,no,unfurnished
5221775,4611,3,2,2,no,no,no,no,no,1,no,unfurnished
4956585,3967,3,2,4,yes,no,no,yes,no,0,no,semi-furnished
5471251,2527,3,2,2,yes,no,yes,no,no,0,no,unfurnished
5852655,2465,2,2,1,yes,yes,yes,no,no,2,no,unfurnished
5059508,5352,4,2,2,yes,no,no,no,no,0,yes,semi-furnished
9788564,4813,2,2,2,yes,no,no,no,yes,1,no,semi-furnished
6509298,8429,3,1,2,yes,no,yes,no,yes,0,no,furnished
6997076,3436,2,2,2,yes,no,yes,no,yes,2,no,unfurnished
11613736,3108,2,2,2,yes,no,yes,no,no,2,no,semi-furnished
5319584,4974,2,2,2,yes,no,yes,yes,no,1,no,unfurnished
5900074,5276,2,2,1,yes,no,no,no,no,0,no,unfurnished
4955423,4919,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
7887216,5200,4,2,2,yes,yes,no,no,no,0,no,unfurnished
3593248,2325,4,2,2,yes,no,yes,no,no,2,no,unfurnished
4886196,3515,2,2,2,yes,no,yes,no,yes,2,no,semi-furnished
12210778,2642,3,2,2,yes,yes,no,no,no,2,no,semi-furnished
4636230,6330,2,2,2,yes,yes,yes,no,no,0,no,semi-furnished
6102766,5066,3,2,2,yes,no,no,no,yes,2,yes,semi-furnished
8286860,6335,2,1,1,yes,no,yes,no,no,0,no,unfurnished
6378649,4133,4,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
7733174,6597,2,2,2,yes,no,no,no,no,2,no,furnished
6410690,-1513,4,1,1,yes,no,yes,no,no,2,no,semi-furnished
9936929,1120,7,1,1,yes,no,no,no,yes,2,no,furnished
4647198,5083,2,2,1,yes,no,yes,no,no,2,no,furnished
8462077,4765,2,2,2,yes,no,no,no,no,0,no,semi-furnished
10311150,1948,3,1,2,no,no,no,no,yes,0,no,semi-furnished
4457958,3954,4,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished
10402361,4011,2,2,2,yes,no,yes,no,yes,0,no,furnished
9494014,6132,4,1,2,yes,no,no,no,yes,1,no,furnished
3391391,3795,3,1,2,yes,no,yes,no,no,0,no,unfurnished
5953106,493,2,2,2,yes,no,no,no,yes,0,yes,unfurnished
8692650,4280,4,1,2,yes,no,no,no,no,2,no,furnished
8601331,3785,4,2,1,yes,yes,yes,no,no,1,no,furnished
5749879,5755,2,2,2,yes,no,yes,no,no,0,no,semi-furnished
10747100,3214,4,2,2,yes,yes,no,no,no,0,no,unfurnished
9200683,3498,2,2,1,yes,no,no,no,no,0,no,unfurnished
4954991,4464,2,2,2,yes,no,no,no,no,1,no,unfurnished
6933988,2791,4,2,2,yes,no,no,no,no,2,yes,furnished
3579780,5410,4,2,2,no,no,no,no,yes,2,no,semi-furnished
3675868,777,4,2,2,yes,no,no,no,yes,0,yes,semi-furnished
3113460,4788,3,2,1,yes,no,no,no,yes,1,yes,unfurnished
4599326,1302,4,2,1,yes,no,no,no,yes,1,yes,furnished
7535437,4582,4,2,2,no,no,no,no,yes,0,no,furnished
6409000,2431,2,2,1,yes,yes,no,no,yes,2,no,unfurnished
9923093,8612,4,2,2,yes,yes,yes,yes,no,5,no,semi-furnished
8495144,3046,3,2,2,yes,no,yes,no,yes,0,yes,unfurnished
10518404,9618,4,2,1,no,yes,no,no,no,1,no,semi-furnished
9034510,6877,2,1,2,yes,yes,no,no,yes,0,no,furnished
5966113,6584,4,1,2,no,no,no,no,no,2,no,unfurnished
8105574,2459,2,1,2,yes,no,yes,no,no,2,yes,furnished
11309146,3713,4,2,1,yes,no,no,no,no,1,no,unfurnished
7371037,2617,4,1,1,yes,no,no,no,no,2,no,semi-furnished
4760290,4736,4,2,1,yes,no,no,no,no,1,no,unfurnished
5431567,3170,4,1,2,yes,no,yes,no,no,0,no,furnished
6672564,2844,4,2,2,yes,no,yes,no,no,0,no,unfurnished
8959951,3457,4,2,2,yes,yes,yes,no,yes,1,no,unfurnished
11414460,1479,3,2,3,yes,yes,yes,no,no,2,no,furnished
5751990,4161,3,2,2,yes,yes,no,no,yes,0,no,furnished
9575574,4381,2,2,2,yes,yes,no,no,no,0,yes,semi-furnished
4697776,1867,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished
4324310,4520,3,2,2,yes,no,no,no,yes,0,yes,furnished
12181552,2385,4,2,1,yes,no,no,yes,no,2,no,furnished
7292905,6300,3,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
8142136,2596,4,2,2,yes,no,yes,no,yes,0,no,furnished
4428600,2175,2,2,2,yes,no,no,no,no,2,no,unfurnished
7300373,4879,3,2,1,no,no,yes,yes,yes,2,no,semi-furnished
5479787,4889,3,2,2,yes,no,no,no,no,0,no,semi-furnished
12322998,7271,3,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
5321251,2914,3,2,2,yes,no,no,yes,no,0,no,semi-furnished
9123632,3446,2,2,1,yes,no,yes,no,no,2,no,unfurnished
9311826,5057,3,2,1,yes,no,yes,no,no,2,no,unfurnished
3937287,2945,3,2,2,yes,no,no,no,no,0,yes,unfurnished
12072950,1913,2,2,2,yes,no,yes,no,no,0,no,furnished
3755256,7836,3,1,1,yes,no,yes,no,yes,1,yes,semi-furnished
7341303,3486,3,2,2,yes,no,yes,no,yes,0,no,semi-furnished
5350151,4720,4,2,1,yes,yes,no,no,yes,2,no,unfurnished
10049664,6026,4,2,2,yes,no,no,no,no,1,yes,unfurnished
7883708,3404,4,1,2,yes,no,yes,no,yes,2,no,furnished
7838148,4894,4,2,2,no,no,no,no,no,2,no,unfurnished
3879497,4020,3,1,2,yes,yes,no,no,yes,2,no,unfurnished
10966810,10782,4,2,1,yes,no,yes,yes,yes,1,yes,semi-furnished
8387219,6750,2,1,1,yes,no,yes,no,no,0,yes,semi-furnished
5764024,3408,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
7843455,3901,3,2,2,yes,yes,no,yes,no,2,no,semi-furnished
9094000,2265,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished
6980682,2360,3,2,2,no,no,no,no,yes,2,yes,semi-furnished
9902132,2000,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
8798020,3234,3,1,1,yes,no,yes,no,no,2,no,semi-furnished
8622362,3176,4,2,2,yes,no,no,no,no,0,no,semi-furnished
6895350,2159,2,2,1,yes,no,yes,no,yes,0,no,furnished
3477960,898,3,1,2,yes,yes,no,no,yes,0,yes,unfurnished
7800074,6158,2,2,1,yes,no,no,no,no,0,no,furnished
5619239,3581,2,1,1,yes,no,no,no,yes,0,no,furnished
5726955,3822,3,1,1,yes,no,yes,no,yes,1,no,unfurnished
10347674,3531,2,1,1,yes,yes,no,no,no,2,no,furnished
3255768,3736,4,2,2,yes,no,yes,no,yes,0,yes,furnished
10371747,5929,2,1,2,yes,no,yes,no,no,0,no,unfurnished
7101481,7284,3,1,2,no,no,no,no,yes,0,no,furnished
4852253,1658,4,1,2,no,no,no,no,no,2,yes,unfurnished
9718211,2796,4,2,1,yes,no,no,no,yes,4,no,unfurnished
4664013,3788,3,2,2,yes,yes,no,yes,no,2,no,semi-furnished
11397054,2210,4,2,1,no,no,yes,no,no,0,no,semi-furnished
8209476,7649,4,2,1,yes,yes,no,no,no,1,yes,unfurnished
10077262,3031,3,2,2,yes,no,no,no,no,0,no,semi-furnished
8004976,2236,3,2,1,yes,no,yes,yes,no,4,yes,furnished
8158031,4372,3,2,2,yes,no,no,no,no,2,yes,furnished
7671288,1926,2,2,2,yes,yes,yes,no,yes,2,yes,semi-furnished
11178376,3323,4,2,1,yes,no,no,no,no,0,yes,semi-furnished
8413661,7450,3,1,2,yes,no,no,no,no,2,no,semi-furnished
4649629,3380,3,1,1,yes,no,yes,no,no,2,no,unfurnished
7284401,1736,3,2,1,yes,no,no,no,no,2,no,furnished
11027240,2450,4,2,1,yes,no,no,no,no,0,no,semi-furnished
