price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
4093237,8998,3,1,2,yes,yes,yes,yes,no,1,yes,semi-furnished
6469790,3415,4,2,2,yes,no,yes,no,no,1,no,semi-furnished
4367516,7170,3,2,1,no,no,yes,no,no,1,no,semi-furnished
4093709,3117,2,1,2,yes,no,no,no,no,1,no,unfurnished
5386426,4422,4,1,1,yes,yes,no,no,no,1,no,unfurnished
7176529,2406,2,1,1,yes,no,no,no,no,0,no,furnished
4741274,9194,3,2,2,yes,yes,no,no,no,0,yes,furnished
5237206,4784,4,2,1,yes,yes,no,no,no,0,yes,semi-furnished
2146403,3751,3,1,2,yes,yes,no,no,no,2,no,semi-furnished
8391306,3112,4,1,2,yes,no,no,no,no,2,no,furnished
4152151,3674,4,2,2,yes,no,no,no,no,2,no,unfurnished
7483393,5435,4,1,2,yes,no,yes,no,no,1,yes,unfurnished
4941091,2654,4,2,5,yes,no,no,no,yes,2,no,semi-furnished
4911564,5062,4,1,2,yes,no,no,no,no,2,no,unfurnished
4982938,5312,2,1,2,yes,yes,no,no,no,0,no,semi-furnished
4683777,2220,4,1,3,no,no,yes,no,no,1,no,furnished
5603149,1514,2,2,1,yes,yes,yes,no,no,2,yes,unfurnished
5809395,2840,4,1,1,yes,no,yes,no,yes,1,no,semi-furnished
6431127,1855,4,2,2,yes,no,no,no,no,1,no,furnished
8519885,11924,4,1,2,yes,no,no,no,no,3,yes,unfurnished
6544062,9736,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished
5012321,2666,2,2,2,yes,no,no,no,no,0,no,furnished
7389507,6960,4,1,1,yes,no,no,no,no,0,no,unfurnished
7978586,3223,2,2,2,yes,no,no,no,no,1,no,semi-furnished
12222819,5482,4,1,1,yes,no,no,no,no,1,no,semi-furnished
6578211,2375,2,1,2,yes,no,no,no,yes,3,no,furnished
8598664,7069,4,1,1,yes,no,no,yes,no,1,no,unfurnished
7101522,3498,3,1,1,yes,no,no,no,yes,1,no,furnished
3203390,5549,3,2,1,no,no,no,no,yes,1,no,unfurnished
2153243,5656,3,1,1,yes,no,no,no,no,1,yes,furnished
3632879,3177,3,1,1,yes,no,no,no,no,1,no,unfurnished
6670197,5116,4,2,1,yes,no,no,no,yes,2,yes,semi-furnished
4495962,3124,4,1,1,no,no,no,no,no,1,no,semi-furnished
6231074,2137,4,1,1,no,no,yes,yes,no,1,no,unfurnished
4704536,1387,2,1,1,yes,no,yes,yes,no,0,no,semi-furnished
5977468,2982,4,1,1,yes,yes,yes,no,no,1,no,unfurnished
9585711,4451,2,1,1,yes,no,no,no,yes,1,yes,unfurnished
7776007,4029,2,2,1,yes,no,yes,no,no,1,no,unfurnished
2653255,9663,3,1,1,yes,no,yes,no,no,1,no,unfurnished
6820875,5680,2,2,2,yes,no,yes,no,no,1,no,semi-furnished
6958097,10282,4,2,1,yes,no,no,no,no,1,no,semi-furnished
5009278,5072,2,1,1,yes,yes,no,no,yes,0,no,semi-furnished
6815239,4606,3,2,1,no,no,no,no,no,0,no,unfurnished
6387006,2554,3,2,1,yes,yes,no,no,no,1,no,semi-furnished
4119472,7792,3,1,1,yes,no,no,no,yes,2,yes,furnished
4724653,3340,4,1,1,yes,no,no,no,no,0,no,semi-furnished
3053396,2597,4,1,1,yes,no,yes,no,no,0,yes,furnished
7211581,7192,3,2,1,no,no,yes,yes,no,0,no,unfurnished
7256961,4365,2,2,1,yes,no,no,yes,no,1,yes,semi-furnished
8925566,5071,3,4,2,no,no,no,no,no,2,no,unfurnished
7912991,2090,2,2,1,yes,no,no,no,no,0,yes,furnished
6187853,5495,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished
6377119,3693,3,1,1,yes,no,no,no,no,4,yes,furnished
5658243,8669,4,1,2,yes,no,yes,no,no,1,no,unfurnished
4341275,3901,2,1,1,no,yes,no,no,no,0,no,unfurnished
7828338,3531,2,2,1,yes,no,no,no,yes,1,no,unfurnished
3268388,3664,2,1,1,yes,no,no,no,no,0,yes,furnished
4854208,7671,2,2,1,yes,no,no,no,yes,1,no,semi-furnished
3262182,2716,3,2,2,yes,no,no,yes,no,1,no,semi-furnished
8506667,9381,4,1,1,yes,no,no,no,yes,2,no,furnished
5720270,3906,2,1,1,yes,yes,no,no,yes,1,no,furnished
12366728,6416,2,1,1,yes,no,no,no,no,1,yes,semi-furnished
4685178,3790,4,5,2,yes,yes,no,no,no,2,no,unfurnished
4720302,1256,4,1,1,no,yes,yes,no,no,1,no,unfurnished
3366135,4438,2,1,1,yes,no,no,yes,no,1,no,semi-furnished
1243816,3464,2,1,1,no,no,no,no,yes,1,no,semi-furnished
10553906,4993,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
4117637,5080,2,1,1,yes,no,yes,no,no,1,yes,semi-furnished
4373168,1789,3,2,1,no,no,yes,no,yes,1,no,unfurnished
1004026,5610,3,1,2,yes,no,no,no,yes,2,no,semi-furnished
4192134,6886,3,2,2,no,no,yes,yes,no,2,yes,unfurnished
9052874,2523,4,1,2,yes,yes,no,no,no,2,no,semi-furnished
11770183,7561,2,1,2,yes,no,no,no,no,2,yes,unfurnished
7263800,3347,2,1,1,yes,no,no,no,no,1,no,semi-furnished
6114096,10212,3,2,2,yes,no,yes,no,no,1,no,unfurnished
2974912,3651,4,1,1,yes,no,no,no,yes,0,no,furnished
8875066,4992,3,1,2,yes,yes,yes,no,yes,0,no,furnished
4225728,1408,3,1,1,yes,yes,no,no,yes,0,no,semi-furnished
8896372,8566,4,2,1,yes,no,no,no,no,1,no,unfurnished
7983653,4728,4,1,1,yes,no,no,no,yes,2,no,unfurnished
11412455,8990,4,2,1,yes,no,yes,no,no,2,no,semi-furnished
8492884,2975,3,1,1,no,no,yes,no,no,0,no,semi-furnished
4516244,5580,3,2,1,yes,no,no,no,no,1,yes,furnished
7482396,3421,2,1,2,yes,no,no,no,no,1,no,unfurnished
8958739,2815,2,1,1,no,no,yes,no,no,1,no,semi-furnished
4681900,2840,4,2,2,yes,yes,no,no,no,1,yes,semi-furnished
5520624,3000,2,1,4,yes,no,yes,yes,no,2,yes,unfurnished
7525514,4834,2,1,1,yes,yes,yes,no,no,1,no,semi-furnished
3534745,3294,2,1,1,yes,yes,no,no,yes,0,no,semi-furnished
2952024,4230,3,1,2,no,no,no,no,no,2,no,furnished
6493159,3073,2,2,1,yes,no,no,no,no,0,no,semi-furnished
7456084,2340,4,1,1,no,no,yes,no,no,0,yes,unfurnished
4705794,4606,2,1,1,yes,no,no,no,no,0,yes,unfurnished
7472492,1595,4,1,1,no,no,no,no,no,1,yes,semi-furnished
7365376,4198,2,2,2,yes,no,no,no,yes,1,no,semi-furnished
5580709,1698,2,2,1,yes,no,no,no,no,1,no,semi-furnished
8998055,2292,3,2,1,yes,no,no,no,no,0,no,unfurnished
5950915,3572,3,1,1,no,no,no,no,no,1,no,furnished
9715252,5553,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
8858539,4672,3,1,1,yes,no,yes,no,no,0,no,unfurnished
9536805,3265,2,2,3,yes,no,no,no,no,1,no,furnished
7416407,2932,5,1,1,yes,yes,no,no,no,1,no,furnished
10251079,5588,4,1,3,yes,yes,no,no,no,0,no,furnished
